author,sum_art
Michael C. Nechyba,3
Anthony A. Maciejewski,23
Daniel Tretter,5
Charles A. Bouman,23
Timothy M. Chan,11
U. K. Sarkar,6
Janez Zerovnik,18
Tomaz Pisanski,18
Zhi-Zhong Chen,19
Neal E. Young,16
John Hershberger 0001,28
Toshinobu Kashiwabara,4
Toshio Fujisawa,4
Richard A. Duke,5
Vojtech Rödl,70
Paul D. Seymour,51
Gregory B. Sorkin,6
Claire Kenyon,14
János Csirik,12
Mathieu Raffinot,3
Dafna Talmor,3
Binay K. Bhattacharya,10
Sandeep Sen,18
Christine Rüb,6
Peter T. Wood,3
Sun Wu,7
Willy Zwaenepoel,11
H. Narayanan,3
Magnús M. Halldórsson,20
Guy Kortsarz,9
Bart Veltman,6
Xuding Zhu,43
Vijay Chandru,6
Subir Kumar Ghosh,11
Cyril Gavoille,7
Eric Guévremont,3
Norbert Blum,6
Shlomo Reisner,3
Lisa Fleischer,5
Moshe Lewenstein,8
András Sebö,12
Ravi Sundaram,16
André van Vliet,9
David Pisinger,12
Ton Kloks,27
Joan M. Lucas,3
Dominique Roelants van Baronaigien,5
Boris Pittel,23
A. B. Stephens,5
Fanica Gavril,7
Dominique de Werra,38
Arvind Gupta,7
Pinaki Mitra,3
Yiannis S. Boutalis,3
Constantin Papaodysseus,6
Elias Koukoutsis,7
Boaz Tagansky,4
Hans Jürgen Prömel,21
Angelika Steger,17
Srinivasa Rao Arikati,9
Christos D. Zaroliagis,14
Michiel H. M. Smid,33
David Pearson,5
Xiao Zhou,10
Shin-Ichi Nakano,9
Takao Nishizeki,30
Damon Kaller,3
Noa Lewenstein,4
Kevin I.-J. Ho,3
Joseph Y.-T. Leung,28
W.-D. Wei,8
Rudolf Fleischer,11
Mark Allen Weiss,23
Robert Sedgewick,5
Joel Spencer,27
Sundar Vishwanathan,7
Marek Piotrów,3
Ola Petersson,15
Krzysztof Diks,31
Boaz Patt-Shamir,8
Péter Hajnal,9
Livio Colussi,6
Dennis Stanton,11
Maria M. Klawe,10
Geoff Sullivan,3
Jonathan S. Turner,9
Tze-Heng Ma,5
Jeremy P. Spinrad,18
Brigitte Vallée,5
K. V. S. Ramarao,10
Seth M. Malitz,4
Bogdan S. Chlebus,13
Mohamed El Haddad,3
Yannis Manoussakis,27
Miklos Santha,15
Nili Guttmann-Beck,5
Refael Hassin,31
F. Miller Maley,6
Hsien-Kuei Hwang,12
David A. Grable,16
Alessandro Panconesi,14
Michael Krivelevich,25
Andreas Brandstädt,23
Victor Chepoi,28
Feodor F. Dragan,23
Paul Pritchard,7
Jianzhong Du,5
Micha Hofri,9
A. Frank van der Stappen,9
Matthew B. Squire,3
Teresa M. Przytycka,19
Dimitrios M. Thilikos,13
Peter Winkler 0001,28
Robin Thomas 0001,33
Ludek Kucera,5
Sivaprakasam Sunder,3
Alexander A. Shvartsman,9
Joseph C. Culberson,8
Vincenzo Auletta,7
Yefim Dinitz,7
Hans-Christoph Wirth,4
Goos Kant,10
Leah Epstein,4
Vidyadhar G. Kulkarni,19
Hitoshi Suzuki,11
Giorgio Ausiello,8
Umberto Nanni,11
Wayne Goddard,30
Heather Booth,3
Marek Chrobak,27
Jack Snoeyink,35
S. Rao,5
Barun Chandra,5
Liwu Li 0001,6
Daniel M. Gordon,7
Young Man Kim,5
David S. Johnson,15
Lenore Cowen,9
Hui Wang 0008,8
Qi Zheng,7
C. R. Subramanian,3
Ramarathnam Venkatesan,5
Paola Bonizzoni,4
Shu-Shang Wei,3
Anna Galluccio,10
Martin Loebl,14
John Noga,3
Dmitry N. Kozlov,7
Petrisor Panaite,8
Martin Fürer,8
Javier Montero,9
Jaroslav Nesetril,26
Moty Ricklin,3
Robert E. Jamison,5
Vincenzo Liberatore,6
R. Balasubramanian,6
Ryan Hayward,6
Venkatesh Radhakrishnan,7
Celina M. H. de Figueiredo,11
Sulamita Klein,5
Yoshiharu Kohayakawa,24
Bruce A. Reed,52
Jim Ruppert,4
Drago Krznaric,7
Fredrik Manne,4
Carl Pomerance,4
F. Frances Yao,6
Wendy J. Myrvold,6
Chandra Chekuri,5
Ashish Goel,3
Danny Soroker,8
Joseph O'Rourke,80
Pilar de la Torre,6
Clyde P. Kruskal,9
Stephen Alstrup,5
Rakesh D. Barve,4
Jean-Paul Doignon,4
Jean-Claude Falmagne,4
Hazel Everett,17
Ishai Ben-Aroya,4
William F. Eddy,4
Mark J. Schervish,3
Charles U. Martel,14
Ramesh Subramonian,4
Nina Amenta,11
Wen-Lian Hsu,7
Ross M. McConnell,6
Judit Bar-Ilan,12
Eliezer Dekel,4
Bojan Mohar,51
Stephen R. Tate,11
Akiyoshi Shioura,7
Takeaki Uno,3
Lata Narayanan,7
Lyle A. McGeoch,6
Hermann Jung 0001,3
Eiji Miyano,3
Hanmao Shi,3
Michel Habib,10
Lhouari Nourine,5
George Steiner,13
Rephael Wenger,12
Anders Yeo,21
D. J. Guan,8
Michael Molloy,21
Robert W. Robinson,8
Alon Efrat,13
Hjálmtyr Hafsteinsson,4
Hsueh-I Lu,5
Jeannette C. M. Janssen,7
David Bruce Wilson,5
Win-Tsung Lo,4
Daniele Frigioni,5
Frédéric Havet,5
Zsolt Tuza,96
Jeffrey B. Lotspiech,5
Laura Toniolo,3
Jens Lagergren,10
Fabián A. Chudak,4
Christian Schwarz 0002,4
Martti Penttonen,4
Al Borchers,5
Michael Formann,5
Pierre Kelsen,6
Benny Sudakov,10
Hristo Djidjev,9
Ondrej Sýkora,15
Imrich Vrto,20
Luitpold Babel,14
Ilia N. Ponomarenko,8
Gottfried Tinhofer,9
Hung-Yi Tu,6
Joseph Gil,14
Tomasz Luczak,55
Svante Carlsson,11
Ajai Kapoor,8
Romeo Rizzi,7
H. Ramesh,6
Eric Torng,7
George S. Lueker,4
Md. Saidur Rahman 0001,4
Weimin Chen,4
Ehab S. Elmallah,6
Lorna K. Stewart,8
Shreesh Jadhav,3
Asish Mukhopadhyay,11
Dominique Foata,10
Guo-Niu Han,6
Konrad Engel,8
Itzhak Gilboa,6
Carlos E. Davila,10
A.-Robert LeBlanc,3
Matti Hämäläinen,3
Jean-Marc Vesin,10
Patrick Celka,4
Ge Wang 0001,9
Margaret W. Skinner,3
Jay T. Rubinstein,3
Michael W. Vannier,21
Johan H. M. Frijns,3
Frans Coetzee,3
Jack M. Rogers,5
Raymond E. Ideker,3
Giovanni Sparacino,3
Claudio Cobelli,3
Jean Meunier,3
Jacques Duchêne,3
John C. Mosher,3
Ju-Hong Lee,16
Richard L. Magin,3
Ji Chen,3
Dirk Hoyer,4
José García,4
Leif Sörnmo,3
Salvador Olmos,4
Pablo Laguna,9
Raimon Jané,5
Pere Caminal,4
Gabriel Curio,3
William A. Pearlman,24
Keith D. Paulsen,8
Alexander Hartov,3
Sung June Kim,3
David Brady,9
Ali Khamene,3
Alessandro Sarti,3
Thomas C. Ferrée,3
Hong Cao,4
Supan Tungjitkusolmun,4
Eung Je Woo,7
Vicken R. Vorperian,4
John G. Webster,7
Jukka Nenonen,3
Toivo Katila,4
Yannis A. Tolias,4
Leontios J. Hadjileontiadis,4
Stavros M. Panas,7
Joseph S. Paul,3
M. Ramasubba Reddy,3
V. Jagadeesh Kumar,4
Peter W. J. Van Eetvelt,3
Jonathan M. Garibaldi,4
Hiroshi Shibasaki,3
M. Meyer,3
James N. Turner,3
Gary E. Birch,3
Kensuke Sekihara,4
James R. MacFall,3
Thomas Martin Lehmann,4
Miguel Angel Mayosky,4
Partha Pratim Kanjilal,7
Edwin A. Heredia,4
Kenneth E. Barner,9
Gonzalo R. Arce,28
Manuel Fernández Delgado,3
Riccardo Bellazzi,16
Paolo Magni,5
Rory A. Cooper,5
Bob Kemp,4
Jyrki Lötjönen,3
Kevin Paulson,3
Noel E. Evans,3
John Håkon Husøy,4
Michael Gelfond,14
Vladimir Lifschitz,18
Tom Costello,3
Onn Shehory,6
Camilla Schwind,9
Koichi Furukawa,9
Iliano Cervesato,5
Massimo Franceschet,3
Marc Denecker,19
Makoto Haraguchi,5
Yoshiaki Okubo,5
Dorian Suc,3
Martin F. van Bommel,4
Alan M. Frisch,6
John W. Lloyd,6
Patrick Doherty,11
Lars Karlsson,3
Jonas Kvarnström,3
Murray Shanahan,7
Rob Miller 0002,6
Wayne Wobcke,3
Richard Washington,3
John L. Bresina,5
Riccardo Rosati,8
David Poole 0001,13
David R. Traum,11
Khemdut Purang,3
Donald Perlis,16
Mats Wirén,4
Manny Rayner,19
David M. Carter,16
Marcel Turcotte,3
Guy W. Mineau,7
Andrew J. Clark,8
Chenxi Zhang,3
Yungui Ci,6
Bo Liu,3
Holger Dachsel,3
Andrew Grant,3
El-Ghazali Talbi,5
Andy Marsh,11
Eleftherios Kofidis,4
Sergios Theodoridis,21
Emilio Luque,8
Se June Hong,8
Paul H. J. Kelly,5
M. G. A. Verhoeven,4
Thomas Stützle,5
Holger H. Hoos,3
Giovanni Aloisio,6
Roy Williams,4
Ramasamy Uthurusamy,6
Hai-Xiang Lin,7
Dirk Rantzau,3
Michel Grave,3
Vítor Santos Costa,9
Jurriaan D. Mulder,3
Daniel J. Sandin,6
Stéphane Lanteri,6
Massimo Benerecetti,4
Ute Gärtel,4
Wolfgang Joppich,7
Anton Schüller,10
Horst Schwichtenberg,3
Ulrich Trottenberg,9
Anthony J. G. Hey,11
Carles Sierra,12
Yutaka Ishikawa,4
Stephen R. Donaldson,3
Mary Mehrnoosh Eshaghian,8
Fausto Giunchiglia,28
Paolo Pecchiari,3
Emil Jovanov,4
Dusan Starcevic,3
Ernest H. Page,6
Manuel Díaz,4
Lionel Brunie,3
John B. Carter,4
Dines Bjørner,3
Klaus Havelund,3
Graham E. Fagg,5
Keith Moore,17
Franciszek Seredynski,5
John T. Stasko,17
Mehmet Karaul,3
Gabriele Kotsis,5
Michael M. Resch,3
Peter M. A. Sloot,18
Hubert Ritzdorf,3
David Bolton,4
Chris Hankin,15
Dimitrios D. Koutsouris,3
Tzilla Elrad,3
Massimo Bernaschi,9
Martin Simons 0001,3
Thomas Worsch,5
Roland Vollmar,9
Ryszard Janicki,7
Maciej Koutny,13
Lúcia Maria de A. Drummond,3
Claudia Leopold,3
R. van Dantzig,4
Ad Emmen,4
Mark Loriot,3
Loula Fezoui,3
Alexander S. Szalay,3
Gad Aharoni,3
Dick H. J. Epema,8
Mario Cannataro 0001,5
Giandomenico Spezzano,10
Gerold Wesche,4
Nicolaas J. I. Mars,7
Jan F. de Ronde,5
Louis O. Hertzberger,15
Chaitanya K. Baru,5
Jerry C. Yan,6
Eric Violard,3
Peter Sestoft,5
Edwin A. H. Vollebregt,5
Howard E. Shrobe,12
Bastien Chopard,7
Paul Cristea,5
Adrian Munteanu 0001,5
Thomas Bemmerl,4
Suresh Manandhar,5
Ed Zaluska,6
Didier Juvin,3
Domenico Conforti,3
Luigi De Luca,4
Ottavio M. D'Antona,4
Nicolaos A. Mouravliansky,4
Naranker Dulay,4
Håkan Grahn,4
E. Znaty,3
Manfred Ruschitzka,4
Stefan Brode,3
Konstantinos K. Delibasis,5
Konstantina S. Nikita,4
Umberto Villano,10
E. V. Krishnamurthy,10
Ryo Yoshida,3
June M. Donato,3
José J. Ruz,3
Bart Demoen,10
Jörg-Rüdiger Sack,22
William F. McColl,7
Nicolai Petkov,5
Tom Hintz,3
Marco Tomassini,7
Mathieu Perrenoud,3
Remo Suppi,5
Joan Sorribes,5
Volker Strumpen,6
Roberto Bisiani,3
Chih-Yuan Cheng,3
Bruce Schneier,18
John Kelsey,4
Chengzheng Sun,10
Abdul Sattar 0001,7
Agnar Aamodt,7
Salvatore Di Gregorio,5
Robert M. Colomb,10
Tomasz Haupt,7
Erol Akarsu,4
Wojtek Furmanski,5
Sape J. Mullender,7
Yakup Paker,5
Peter Buhler,3
Tommaso Toffoli,3
Mardochée Magolu monga Made,5
Gianni Di Caro,5
Michael O. Neary,4
Gianluca Dini,7
Lanfranco Lopriore,8
Eric de Sturler,3
Fujie Chen,5
Tomaz Amon,3
Robert E. McGrath,4
Kang Zhang,16
Nikolaos K. Uzunoglu,3
Lemont B. Kier,23
Chao-Kun Cheng,5
Bernard Testa,6
Despina Polemi,5
Antonella Carbonaro,3
Stephen Gilmore,3
Rutger F. H. Hofman,6
Willem G. Vree,6
Mark E. Stickel,8
Henk D. L. Hollmann,19
Jean-Paul M. G. Linnartz,13
Jacobus H. van Lint,8
Alfons G. Hoekstra,3
Ronald Minnich,6
Frédéric Guidec,4
Patrice Calégari,4
Pierre Kuonen,4
Martyn F. Guest,3
John B. Nicholas,3
Richard J. Littlefield,3
T. Z. Kalamboukis,4
Jon J. Camp,3
Jean-Marc Adamo,3
Wolfgang Gentzsch,4
Jonathan R. M. Hosking,4
Edwin P. D. Pednault,6
Harald Kosch,3
Benno J. Overeinder,5
Gregor von Laszewski,5
George K. Thiruvathukal,5
Kenneth A. Hawick,3
Paul D. Coddington,3
Arjen Schoneveld,5
Bo Zhang 0010,9
Ling Zhang,10
Consolación Gil,3
Antonio F. Díaz,3
Maria Dolores Gil Montoya,3
Martin Rem,7
Zsolt Németh,3
John H. Merlin,5
P. S. Sastry,6
Nick Floros,3
Mike Surridge,3
Jean Duprat,6
Mohamed Zaït,4
Shouren Hu,3
Jean-Jacques Fuchs,9
Peter Luksch 0001,3
Zhongzhi Shi,6
Kenji Yamada,4
Walter Hoffmann,3
Kitty Potma,3
Peter Kokol,17
Rob H. Bisseling,4
Chidanand Apté,7
Sholom M. Weiss,15
Marco Danelutto,4
Reagan Moore,5
Vincent Van Dongen,4
Livio Baldi,3
Jörg Cordsen,3
Wolfgang Schröder-Preikschat,6
Antonino Mazzeo,12
Norberto F. Ezquerra,3
Phil Winterbottom,3
Luc Bougé,3
Siegfried Benkner,4
Henrik Eriksson,16
Hidehiko Tanaka,5
Koen Langendoen,6
Annette ten Teije,4
Frank van Harmelen,18
Eric Bonabeau,18
Guy Theraulaz,5
Manoj Kumar,7
Bruno Crispo,4
Louis F. Rossi,3
Thierry Delaitre,5
M. J. Zemerly,5
Susan Flynn Hummel,8
Susanna Pelagatti,5
Marco Vanneschi,6
Jinchao Xu,11
John B. Bell,4
Ronald F. Boisvert,7
Miloud Sadkane,7
Trond Mannseth,5
S. N. Papakostas,4
Charalampos Tsitouras,6
Chris Fraley,6
Chris J. Budd,6
Weizhang Huang,7
Robert D. Russell,9
Mo Mu,7
Lawrence F. Shampine,5
Zhonggang Zeng,6
William J. Layton,6
Joseph M. Maubach,4
Bert Pohl,3
Bernard Bialecki,6
Eitan Tadmor,6
Ke Chen,3
Svetozar Margenov,7
Panayot S. Vassilevski,25
Michael R. Osborne,5
Uri M. Ascher,10
Sebastian Reich,3
Sverker Holmgren,4
Leonid Y. Zaslavsky,3
Pierre Degond,3
Ansgar Jüngel,3
Weiming Cao,3
John S. Lowengrub,3
Michael J. Shelley,3
Barry Merriman,3
K. W. Morton,5
Xiang-Gen Xia,37
S. S. Ravindran,3
Edmond Chow,5
Peter A. Forsyth,3
Francesca Mazzia,4
Ramesh Natarajan,4
Randolph E. Bank,6
Linda R. Petzold,9
Thomas Hagstrom,4
Tim N. Phillips,3
Francesc Aràndiga,3
Rosa Donat,3
Rachel Kuske,3
David M. Sloan,5
Manfred R. Trummer,4
Raymond H. Chan,16
Jan S. Hesthaven,4
Daniel I. Meiron,3
I. Norman Katz,6
Øistein Bøe,3
Phillip Colella,4
Tom Manteuffel,4
Steve F. McCormick,4
J. Morel,3
S. Oliveira,4
G. Yang,3
Pieter W. Hemker,7
Christopher T. H. Baker,3
Christopher A. H. Paul,3
Eberhard Bänsch,3
Graham Horton,6
Stefan Vandewalle,9
Rolf Rannacher,4
Anthony T. Patera,3
Thomas K. DeLillo,6
Tobin A. Driscoll,6
Bengt Fornberg,5
Chung-Chiang Chou,3
Ian G. Graham,3
Ray S. Tuminaro,6
Barry Koren,4
Juan C. Meza,3
Chunguang Sun,3
Luis F. Portugal,3
Ta-Kang Ku,3
Weiwei Sun,6
Michel O. Deville,3
Jesús María Sanz Serna,4
Axel Klawonn,5
Richard M. Beam,3
Robert F. Warming,3
Ricardo H. Nochetto,4
Benqi Guo,5
Mark H. Carpenter,3
Mark A. Horn,3
Olof B. Widlund,7
David W. Zingg,3
James H. Bramble,10
Richard E. Ewing,13
Joseph E. Pasciak,11
Achi Brandt,11
Luca Bergamaschi,4
Leslie Greengard,7
Charles H. Tong,6
Keith Miller,3
Vicente F. Candela,3
Michele Benzi,9
Miroslav Tuma,8
Richard S. Falk,5
Edriss S. Titi,4
Edward Rothberg,10
William L. Briggs,4
Van Emden Henson,5
Mark J. Friedman,3
Norbert Heuer,5
Ernst P. Stephan,14
Clint Dawson,4
Philip T. Keenan,3
Mary F. Wheeler,3
Feng Zhao,10
Walter Gander,3
Eric Barth,3
Benedict J. Leimkuhler,4
Ann S. Almgren,3
Stephen F. McCormick,10
John W. Ruge,3
Christoph Zenger 0001,4
Ping Lin,4
N. Anders Petersson,5
Arnold Reusken,9
Jens Lorenz,3
Boris Diskin,3
Kevin Burrage,10
Alan Williams,3
Tugrul Dayar,5
Elena Braverman,3
Joseph Czyzyk,3
Diederik R. Fokkema,3
Laurent Desbat,3
Aslak Tveito,4
Ragnar Winther,6
Joel E. Dendy Jr.,4
Chiara Puglisi,3
Wayne H. Enright,11
Hans Petter Langtangen,4
Irad Yavneh,7
Fabio Di Benedetto,3
Ka Fai Cedric Yiu,3
Martin Hanke,8
Paul I. Barton,4
Arun Verma,3
Raytcho D. Lazarov,9
Doron Levy,3
Lev Vozovoi,5
Laurent O. Jay,3
Shlomo Ta'asan,3
C.-S. Chien,3
Wenlong Dai,3
Paul R. Woodward,7
Steven Huss-Lederman,4
Robert J. Plemmons,9
Jan G. Verwer,6
Michael Jung 0001,5
Ulrich Rüde,7
Qiang Du,15
Robert A. van de Geijn,12
Vladimir Druskin,5
Ivo Babuska,6
Michel Crouzeix,3
Bernard Philippe,10
Allan O. Steinhardt,11
Ping Tak Peter Tang,8
Randall J. LeVeque,4
Max Gunzburger,11
Patrick Joly,7
Randall Bramley,4
P. J. van der Houwen,6
Daniel B. Szyld,10
James M. Banoczi,3
Garry N. Newsam,4
Karin A. Remington,3
Junping Wang,5
Arthur Sherman,3
Michael Mascagni,4
David Colton,7
Peter Monk 0001,11
Xiao-Chuan Cai,9
Graeme Fairweather,9
Leland Jameson,3
Xian-Zhong Guo,3
Bradley K. Alpert,6
Noel Walkington,3
Kent Pearce,3
Hong Zhang 0006,3
E. D. de Goede,3
Oliver A. McBryan,6
Noël M. Nachtigal,3
John Strain,5
James Glimm,8
Folkert M. Tangerman,3
David L. Williamson,3
Shing-Tung Yau,6
Yvan Notay,10
So-Hsiang Chou,6
Do Y. Kwak,5
Kendall E. Atkinson,5
Marcus J. Grote,3
Thomas Huckle,3
Douglas N. Arnold,5
John M. Conroy,4
Aaron E. Naiman,3
Barry F. Smith,4
Boris N. Khoromskij,7
Gabriel Wittum,6
Tassilo Küpper,3
Ben Leimkuhler,3
Piero Barone,11
Joseph E. Flaherty,6
Fernando L. Alvarado,4
Prabir Daripa,5
Richard A. Redner,3
Robert J. Renka,17
Paul N. Swarztrauber,7
Jie Shen 0001,8
James Sneyd,3
W. Brent Lindquist,3
Axel Klar,7
Markus Hegland,10
George S. Fishman,9
William D. Gropp,5
Juan M. Restrepo,3
Claude Brezinski,38
Efstratios Gallopoulos,6
Ben Polman,3
Antonio Marquina,5
Patrick M. Knupp,3
Peter Bastian,3
Mats Holmström,3
Jens Struckmeier,3
Lei Li,7
Jie Hu 0010,4
Zhiqiang Cai,7
A. R. Humphries,3
Mark Ainsworth,6
Heinrich Voss,4
Ilaria Perugia,4
Tedd Szeto,3
Sifen Zhong,3
John A. Trangenstein,4
Thom J. Hodgson,5
Gregorio Quintana-Ortí,5
Enrique S. Quintana-Ortí,10
Pierluigi Amodio,8
Marcin Paprzycki,16
Thanh Tran 0003,5
Andrew M. Stuart,8
Christian Lubich,6
Judith D. Gardiner,4
Mari Paz Calvo,3
Tao Tang,6
James S. Otto,3
S. H. Lui,4
John A. Gubner,14
Mary Catherine A. Kropinski,3
Pierre-Alain Gremaud,3
Fred J. Hickernell,7
Jun Zou,8
John C. Strikwerda,5
Sidney Yakowitz,9
Yair Shapira,6
Kuiyuan Li,3
Kjell Gustafsson,5
Ning Hu,3
John W. Grove,3
Gabriella Puppo,4
Francesco Zirilli,4
Joke G. Blom,4
Willem Hundsdorfer,3
Christoph Schwab,10
Richard K. Beatson,4
Wilhelm Heinrichs,3
Zi-Cai Li,14
Ashok Srinivasan,7
Donald J. Estep,3
Petter E. Bjørstad,4
Tarek P. Mathew,3
Philip J. Aston,3
Alastair Spence,5
Robert W. Leland,3
Joel Franklin,5
Éric Gourdin,4
Cornelis W. Oosterlee,4
Takumi Washio,7
Bosco García-Archilla,4
John N. Shadid,4
Eric F. van de Velde,4
William J. Morokoff,3
Russel E. Caflisch,3
Faker Ben Belgacem,6
Ivan G. Graham,4
Kurt Georg,3
Yuri A. Kuznetsov,6
Ananth Grama,8
Dimitris J. Kavvadias,7
Susanne C. Brenner,9
Murli M. Gupta,4
Igor E. Kaporin,5
Ta-Hsin Li,9
Zhangxin Chen,7
Kelly Black,4
Wai-Ki Ching,4
Saul Abarbanel,3
George Christakos,5
Brynjulf Owren,3
Richard M. Crownover,3
Jan Mandel,5
John Bell,6
Gerald Warnecke,4
Andreas Frommer,12
Yuhe Ren,6
Tiow Seng Tan,6
Roman Waupotitsch,3
Petr Vanek,6
Marian Brezina,5
Qing Huo Liu,8
Ernst Hairer,4
Jun Yang,6
Xiao-Qing Jin,4
Shi Jin,4
Richard B. Pember,3
Nils Henrik Risebro,3
Giorgio Pini,6
Susanne M. Balle,3
Andrew J. Cleary,3
Wei Cai,3
Dganit Amitai,4
Gregory Beylkin,3
Ronald R. Coifman,4
Jeff R. Cash,7
Patrick Ciarlet Jr.,6
Constantinos C. Pantelides,4
Michael Kupferschmid,3
Luis Rández,3
Peter Smereka,3
Michel Fortin,3
Stefan A. Funken,4
Chang-Ock Lee,3
Peyman Milanfar,7
Endre Süli,5
Albert Cohen 0002,6
Roland Masson,3
Raymond J. Spiteri,3
Thomas Y. Hou,6
George E. Karniadakis,3
Guihua Zhang,3
Andrew T. Ogielski,6
Daniel Boley,8
James A. Powell,4
Ken Hayami,3
Yvon Maday,3
M. P. Ida,4
Alan Genz,5
I. J. Anderson,4
Roy A. Nicolaides,4
Alan R. Champneys,3
Dirk Roose,16
Panagiota Tsompanopoulou,3
Martin J. Gander,5
Michael Thuné,6
Peter Maass,6
Olaf Steinbach,5
Ben P. Sommeijer,4
Bodo Heise,4
Giuseppe Fiorentino,4
Bernardo Cockburn,5
J. W. Neuberger,5
Peter Arbenz,8
Jennifer A. Scott,6
Vladimir Maz'ya,3
Finbarr O'Sullivan,6
Chang Liu,5
Maria Luisa Dalla Chiara,5
Roberto Giuntini,8
Simon Saunders,3
Mark Burgin,3
Jaakko Hintikka,15
Dag Prawitz,3
Josefa Toribio,3
Raimo Tuomela,3
Oron Shagrir,3
Raymond Dacey,3
Max P. Urchs,4
Keith Butler,3
Marcelo Tsuji,4
Shaughan Lavine,5
Ted A. Warfield,4
Urszula Wybraniec-Skardowska,3
Andrzej Wisniewski,4
William Boos,6
Stephan Meyer,3
Crispin Wright,3
Joseph S. Alper,4
Mark Bridger,4
Chris Mortensen,4
James Hawthorne,4
James H. Fetzer,9
Paul Humphreys,3
Steven French,4
Wolfgang Balzer,6
Eric M. Hammer,3
Ernest W. Adams,3
Gian-Carlo Rota,8
Eric R. Scerri,5
Lee McIntyre,4
Mario Gómez-Torrente,3
Quentin Smith,3
John F. Horty,9
David B. Resnik,4
Diderik Batens,3
Kenneth Aizawa,10
Nino B. Cocchiarella,4
William Demopoulos,5
Gerhard Schurz,7
Rohit Parikh,9
Peter Gärdenfors,3
Panu Raatikainen,4
Charles B. Cross,4
Gian Aldo Antonelli,10
Abhaya C. Nayak,3
Paul Nelson,4
Justin Leiber,7
Peter Milne,5
André Fuhrmann,9
Isaac Levi,3
Dale Jacquette,5
Selmer Bringsjord,14
Jeff B. Paris,16
Judea Pearl,24
Jan Wolenski,4
Solomon Feferman,11
Beth Preston,4
Francisco A. Doria,7
Costas A. Drossos,5
Daniele Mundici,15
Clark Glymour,12
Morton L. Schagrin,4
B. Jack Copeland,5
Hao Wang,3
Glenn Shafer,7
Jean-Pierre Marquis,4
Horacio L. Arló-Costa,3
I. L. Humberstone,4
John M. Vickers,3
Kai Frederick Wehmeier,3
David J. Chalmers,3
Anthony J. Kusalik,5
Mark Wallace 0001,10
Philippe Devienne,4
Sophie Tison,5
Claude Le Pape,12
James M. Crawford,5
Bjørn N. Freeman-Benson,5
Isabel F. Cruz,11
Lluís Vila,3
Laurent Michel,3
Philippe Codognet,7
Eugene C. Freuder,14
Philippe Baptiste,7
Cid C. de Souza,3
Joost P. Warners,10
Alexander Brodsky 0001,9
David Toman,3
Maarten H. van Emden,7
Patrick Olivier,5
Mehmet Dincbas,4
Jean-Pierre Jouannaud,10
Ramesh Subrahmanyam,3
Jianyang Zhou,3
Jörg Würtz,5
Richard J. Howarth,6
Frédéric Benhamou,6
Hans W. Guesgen,8
Frank D. Anger,11
Rita V. Rodríguez,7
J. Christopher Beck,4
Hélène Fargier,6
Nick D. Dendris,3
Yannis C. Stamatiou,5
Debasis Mitra 0004,3
Barbara M. Smith,4
Sally C. Brailsford,4
Lina Khatib,7
Patricia M. Hill,6
Martin Müller 0001,4
Joachim Niehren,6
Patrick Prosser,5
Michael J. Maher,15
Jimmy Ho-Man Lee,5
William J. Older,4
D. J. White,7
Ernest Davis,9
Nicholas Mark Gotts,4
Anthony G. Cohn,10
Alan K. Mackworth,7
Brian Aldershof,3
Olivia M. Carducci,4
Shin Takahashi,3
Tomihisa Kamada,3
Mohamed Cheriet,10
Yihong Xu,3
Atul K. Chhabra,6
Il-Seok Oh,4
Aya Soffer,5
Xiaoyan Zhu,3
Song Wang,6
Shunji Mori,6
Judith Hochberg,6
Tin Kam Ho,7
Junichi Kanai,7
Heikki Kälviäinen,8
Abdel Belaïd,4
Marcel Worring,8
A. Lawrence Spitz,3
Mahesh Viswanathan 0002,3
Satya Dharanipragada,4
Jie Zhou,3
Qiang Gan 0001,4
Adam Krzyzak,15
Rainer Hoch,5
Nicole Vincent,3
Manfred Bonitz,11
Olle Persson,11
Per O. Seglen,5
M. Teresa Fernández,3
Isabel Gómez,7
Ben R. Martin,5
Paul Wouters,7
Michel Callon,4
Jean Pierre Courtial,13
Helmut A. Abt,4
Nora Narváez-Berthelemot,4
Marie-Angèle De Looze,7
Anthony F. J. van Raan,25
Ming-Yueh Tsay,4
Henk F. Moed,23
Loet Leydesdorff,21
Moshe Yitzhaki,6
Anastassios Pouris,3
Hans-Jürgen Czerwon,6
Finn Hjortgaard Christensen,3
Hariolf Grupp,9
Anne Sigogneau,3
Manuel Krauskopf,6
J. F. A. Spangenberg,3
Otto Exner,3
Virginia Trimble,3
Peter Vinkler,16
Cornelius Le Pair,3
Roland Wagner-Döbler,11
Rein Vos,3
Hildrun Kretschmer,10
Grant Lewison,11
Belver C. Griffith,3
J. Sylvan Katz,5
Diana Hicks,4
Ulrich Schmoch,6
D. K. Gupta,4
P. Padhi,4
Luc Quoniam,6
S. R. Coleman,3
Tibor Braun,32
Hajnalka Maczelka,5
Sándor Zsindely,3
María Bordons,7
Santos Barrigón,3
Júlio Cesar Rodrigues Pereira,3
Maria Mercedes Loureiro Escuder,3
Hajime Eto,5
Francis Narin,6
Ariel L. Rivas,4
R. N. Gonzalez,3
F. W. Quimby,3
J. David Deshler,4
Evaristo Jiménez-Contreras,5
P. S. Nagpaul,6
Ali Uzun,4
C. R. Karisiddappa,8
